,zc
7144,60614
7145,60657
7146,60614
7147,60610
7148,60657
7149,60614
7150,60614
7151,60614
7152,60614
7153,60613
7154,60614
7155,60611
7156,60618-9997
7157,60614
7158,60614
7159,nan
7160,60616
7161,nan
7162,nan
7163,60616
7164,60604
7165,60618-9997
7166,60201
7167,60605
7168,60606
7169,60201
7170,60622
7171,60647
7172,60647
7173,60647
7174,60622
7175,60647
7176,60657
7177,nan
7178,60696
7179,60202
7180,60201
7181,60202
7182,60654
7183,nan
7184,60661
7185,60607
7186,60610
7187,60610
7188,60614
7189,60610
7190,nan
7191,60696
7192,60654
7193,60614
7194,60614
7195,60605
7196,60605
7197,60610
7198,60601
7199,60661
7200,60607
7201,60607
7202,60622
7203,60603
7204,60603
7205,60618-9997
7206,60614
7207,60610
7208,60605
7209,60661
7210,60608
7211,60614
7212,60622
7213,606476
7214,60614
7215,nan
7216,nan
7217,60610
7218,nan
7219,60622
7220,60607
7221,60622
7222,60622
7223,60607
7224,60642
7225,60642
7226,60622
7227,60642
7228,60622
7229,60607
7230,nan
7231,60610
7232,60644
7233,60614
7234,60610
7235,60610
7236,60696
7237,60654
7238,60654
7239,60610
7240,60654
7241,60622
7242,60610
7243,60610
7244,60612
7245,60606
7246,60661
7247,60614
7248,60614
7249,60614
7250,60614
7251,60611
7252,60605
7253,60606
7254,60611
7255,60622
7256,60613
7257,60610
7258,60645
7259,60626
7260,60613
7261,60611
7262,60610
7263,60605
7264,60645
7265,nan
7266,60608
7267,60606
7268,60606
7269,60611
7270,nan
7271,60653
7272,nan
7273,60606
7274,60610
7275,60610
7276,60614
7277,60614
7278,60610
7279,60614
7280,60614
7281,60657
7282,60605
7283,60605
7284,60616
7285,60616
7286,60605
7287,60605
7288,60657
7289,60618
7290,60642
7291,60614
7292,60614
7293,60610
7294,60661
7295,60602
7296,60606
7297,60614
7298,60661
7299,60610
7300,60610
7301,60614
7302,60611
7303,nan
7304,60661
7305,60611
7306,60606
7307,60610
7308,60606
7309,60606
7310,nan
7311,60608
7312,60614
7313,60606
7314,60608
7315,60608
7316,60606
7317,60608
7318,60606
7319,60606
7320,60614
7321,60606
7322,60661
7323,9020
7324,9020
7325,9020
7326,60602
7327,60614
7328,60610
7329,60614
7330,60614
7331,60605
7332,60606
7333,60606
7334,60605
7335,60605
7336,60605
7337,60606
7338,60616
7339,60606
7340,60607
7341,60606
7342,60646
7343,60609
7344,60606
7345,60618
7346,60606
7347,60606
7348,60613
7349,60614
7350,60613
7351,60614
7352,60607
7353,60610
7354,nan
7355,60606
7356,nan
7357,nan
7358,60602
7359,60654
7360,60610
7361,60610
7362,60610
7363,60606
7364,60606
7365,60661
7366,60606
7367,60661
7368,60616
7369,60604
7370,60610
7371,60606
7372,60654
7373,60661
7374,60654
7375,60654
7376,60661
7377,60661
7378,60661
7379,60654
7380,60611
7381,60622
7382,60601
7383,60622
7384,60606
7385,60661
7386,60654
7387,60601
7388,60601
7389,nan
7390,60661
7391,60657
7392,9020
7393,nan
7394,60612
7395,60607
7396,60622
7397,60640
7398,60640
7399,60640
7400,9020
7401,60613
7402,60613
7403,60607
7404,60607
7405,60607
7406,60644
7407,60607
7408,60610
7409,60608
7410,60601
7411,60614
7412,60657
7413,60640
7414,60657
7415,60657
7416,60657
7417,60640
7418,60654
7419,60661
7420,60604
7421,60606
7422,60606
7423,60614
7424,60601
7425,60640
7426,60618
7427,60660
7428,60651
7429,60622
7430,60606
7431,60606
7432,60606
7433,60661
7434,nan
7435,60606
7436,60606
7437,60613
7438,nan
7439,60606
7440,60602
7441,nan
7442,nan
7443,60616
7444,60622
7445,60614
7446,60696
7447,60601
7448,60657
7449,60657
7450,nan
7451,60606
7452,60606
7453,60606
7454,60606
7455,60661
7456,60661
7457,60696
7458,60610
7459,60661
7460,60610
7461,60606
7462,60661
7463,60606
7464,nan
7465,60606
7466,60091
7467,60202
7468,60201
7469,60202
7470,60091
7471,60647
7472,60606
7473,60606
7474,60647
7475,60622
7476,60622
7477,60654
7478,60661
7479,60622
7480,60622
7481,60657
7482,60614
7483,60605
7484,60604
7485,60605
7486,60622
7487,60614
7488,60614
7489,60661
7490,60605
7491,60657
7492,60613
7493,60602
7494,60696
7495,60601
7496,60622
7497,60601
7498,60605
7499,60604
7500,60610
7501,60606
7502,60607
7503,60647
7504,60622
7505,60657
7506,60614
7507,60657
7508,60614
7509,60605
7510,60607
7511,60606
7512,60605
7513,60610
7514,60605
7515,60605
7516,60606
7517,60601
7518,60605
7519,60605
7520,60611
7521,60610
7522,60614
7523,60614
7524,60610
7525,60657
7526,60614
7527,60610
7528,60657
7529,60626
7530,60610
7531,60642
7532,60610
7533,60611
7534,60614
7535,60657
7536,60602
7537,60602
7538,60661
7539,60614
7540,60614
7541,60614
7542,60614
7543,60696
7544,60654
7545,60625
7546,60625
7547,60601
7548,60602
7549,60647
7550,60602
7551,60622
7552,60609
7553,60613
7554,60661
7555,60661
7556,60610
7557,60654
7558,60642
7559,60614
7560,60614
7561,60654
7562,nan
7563,60610
7564,nan
7565,60644
7566,60661
7567,60622
7568,60661
7569,60654
7570,60605
7571,60605
7572,60606
7573,60606
7574,60605
7575,60606
7576,60605
7577,60605
7578,60603
7579,60606
7580,60605
7581,60661
7582,60606
7583,nan
7584,60613
7585,60604
7586,60613
7587,60606
7588,60645
7589,60613
7590,60613
7591,60606
7592,60601
7593,60647
7594,60622
7595,60614
7596,60616
7597,60607
7598,60616
7599,60610
7600,60609
7601,60606
7602,60642
7603,60606
7604,60607
7605,60613
7606,60654
7607,60654
7608,60611
7609,60654
7610,60622
7611,60602
7612,60602
7613,60604
7614,60618
7615,60640
7616,60618
7617,60642
7618,60657
7619,60618
7620,60642
7621,60657
7622,60642
7623,60657
7624,60618
7625,60606
7626,60607
7627,60604
7628,60601
7629,60601
7630,nan
7631,60610
7632,60606
7633,60661
7634,60647
7635,60661
7636,60607
7637,60608
7638,60625
7639,60608
7640,60608
7641,nan
7642,60610
7643,60602
7644,60602
7645,60601
7646,60601
7647,60601
7648,60601
7649,60622
7650,60657
7651,60614
7652,60618
7653,606476
7654,60604
7655,60601
7656,60601
7657,60604
7658,60604
7659,60601
7660,60615
7661,60637
7662,60615
7663,60613
7664,60661
7665,60614
7666,60614
7667,60622
7668,60625
7669,60611
7670,60604
7671,60625
7672,60613
7673,60613
7674,60601
7675,60608
7676,60601
7677,60625
7678,60637
7679,60637
7680,60622
7681,60622
7682,60614
7683,60614
7684,60614
7685,60610
7686,60614
7687,60613
7688,60610
7689,60614
7690,60614
7691,60614
7692,60610
7693,60614
7694,60610
7695,60614
7696,60614
7697,nan
7698,nan
7699,60610
7700,60603
7701,60603
7702,nan
7703,60601
7704,nan
7705,60606
7706,60201
7707,60609
7708,60611
7709,60607
7710,60601
7711,60641
7712,60622
7713,60661
7714,60661
7715,60622
7716,60614
7717,60614
7718,60605
7719,60657
7720,60657
7721,60615
7722,60661
7723,60661
7724,60601
7725,60606
7726,60606
7727,60661
7728,60601
7729,60604
7730,60647
7731,60606
7732,60606
7733,60606
7734,60616
7735,60618
7736,60606
7737,60607
7738,60606
7739,60614
7740,nan
7741,60610
7742,60605
7743,60616
7744,60604
7745,60622
7746,60654
7747,60622
7748,60622
7749,60654
7750,60622
7751,60654
7752,60622
7753,60622
7754,60622
7755,60622
7756,60657
7757,60613
7758,60613
7759,60613
7760,60614
7761,60613
7762,60201
7763,60202
7764,nan
7765,60696
7766,60654
7767,60661
7768,nan
7769,nan
7770,60661
7771,60625
7772,60661
7773,60651
7774,60661
7775,60661
7776,60651
7777,60614
7778,60614
7779,60614
7780,60614
7781,60606
7782,60605
7783,60606
7784,60606
7785,60606
7786,60601
7787,60606
7788,60606
7789,60613
7790,60613
7791,60606
7792,60606
7793,60654
7794,60613
7795,nan
7796,60607
7797,60606
7798,60606
7799,60606
7800,60651
7801,60661
7802,60647
7803,60605
7804,60606
7805,60647
7806,60601
7807,60661
7808,60647
7809,60661
7810,60661
7811,60610
7812,60661
7813,60614
7814,60613
7815,60614
7816,60657
7817,60614
7818,60657
7819,60603
7820,60604
7821,60602
7822,60604
7823,60619
7824,nan
7825,60661
7826,60601
7827,60614
7828,nan
7829,60622
7830,60625
7831,nan
7832,60611
7833,60622
7834,60647
7835,60601
7836,60606
7837,60611
7838,60613
7839,60607
7840,60613
7841,60614
7842,60601
7843,60604
7844,60601
7845,60604
7846,60604
7847,60601
7848,60601
7849,60611
7850,60611
7851,60611
7852,60613
7853,60622
7854,60604
7855,60640
7856,nan
7857,60613
7858,60657
7859,60613
7860,60613
7861,60613
7862,60613
7863,60610
7864,60614
7865,60614
7866,60637
7867,60614
7868,60601
7869,60601
7870,60601
7871,60625
7872,60659
7873,60616
7874,nan
7875,60604
7876,nan
7877,60614
7878,60651
7879,60614
7880,60614
7881,60611
7882,60612
7883,60611
7884,60614
7885,60202
7886,60201
7887,60202
7888,60202
7889,60202
7890,60091
7891,60201
7892,60091
7893,60201
7894,60202
7895,60202
7896,60091
7897,60201
7898,60091
7899,60201
7900,60201
7901,60202
7902,60201
7903,60622
7904,60640
7905,60606
7906,60610
7907,60607
7908,60645
7909,60613
7910,60605
7911,nan
7912,60605
7913,60607
7914,60647
7915,60661
7916,60661
7917,60644
7918,60606
7919,60622
7920,60647
7921,60622
7922,60661
7923,60647
7924,60661
7925,60610
7926,60661
7927,60606
7928,60661
7929,60661
7930,60647
7931,60661
7932,60613
7933,60613
7934,60613
7935,60613
7936,60611
7937,60661
7938,60654
7939,60654
7940,60602
7941,60602
7942,60604
7943,60601
7944,60602
7945,60604
7946,60602
7947,60618
7948,60610
7949,60605
7950,60611
7951,60621
7952,60645
7953,60601
7954,60611
7955,60610
7956,60607
7957,60611
7958,60610
7959,60610
7960,60604
7961,60622
7962,60659
7963,60625
7964,60611
7965,60661
7966,60611
7967,60606
7968,60611
7969,60696
7970,nan
7971,60610
7972,60642
7973,60610
7974,60661
7975,60661
7976,60606
7977,60654
7978,nan
7979,60610
7980,60637
7981,nan
7982,nan
7983,60637
7984,60615
7985,60614
7986,60614
7987,60657
7988,60661
7989,60614
7990,60657
7991,60614
7992,60622
7993,60614
7994,60601
7995,60604
7996,60601
7997,60601
7998,60604
7999,60604
8000,60601
8001,60604
8002,60642
8003,60611
8004,60606
8005,nan
8006,60661
8007,60607
8008,60607
8009,60614
8010,60657
8011,60614
8012,60614
8013,60657
8014,60614
8015,60611
8016,60613
8017,60614
8018,60611
8019,60613
8020,60657
8021,60604
8022,60606
8023,60613
8024,60618
8025,60613
8026,60613
8027,60614
8028,60604
8029,60613
8030,nan
8031,60606
8032,60601
8033,60601
8034,60614
8035,60606
8036,60696
8037,60614
8038,606476
8039,60614
8040,60611
8041,nan
8042,60607
8043,60661
8044,60606
8045,60607
8046,nan
8047,60606
8048,60642
8049,60606
8050,60607
8051,60606
8052,60616
8053,60605
8054,60616
8055,60605
8056,60605
8057,60616
8058,nan
8059,nan
8060,60642
8061,60618
8062,60642
8063,60091
8064,60202
8065,60637
8066,60201
8067,60201
8068,60201
8069,60202
8070,60201
8071,60614
8072,60653
8073,nan
8074,60622
8075,60618-9997
8076,60618-9997
8077,60618-9997
8078,60618-9997
8079,60625
8080,60640
8081,60618-9997
8082,60607
8083,60608
8084,60661
8085,nan
8086,60604
8087,60610
8088,nan
8089,60614
8090,60606
8091,60606
8092,60606
8093,60604
8094,60608
8095,60607
8096,60661
8097,60661
8098,60606
8099,60607
8100,60607
8101,60622
8102,60601
8103,60614
8104,60603
8105,60605
8106,60606
8107,60605
8108,60611
8109,60603
8110,60605
8111,60611
8112,60611
8113,60654
8114,60654
8115,60611
8116,60654
8117,nan
8118,60613
8119,60606
8120,60609
8121,60657
8122,60614
8123,60610
8124,60614
8125,60614
8126,nan
8127,nan
8128,nan
8129,60616
8130,60606
8131,60606
8132,60607
8133,60606
8134,60618
8135,60642
8136,60618
8137,60614
8138,60657
8139,60618
8140,60642
8141,60657
8142,60606
8143,60622
8144,60651
8145,60622
8146,60610
8147,60657
8148,60613
8149,60601
8150,60606
8151,60661
8152,60616
8153,60605
8154,60605
8155,60610
8156,60614
8157,nan
8158,60601
8159,60302
8160,nan
8161,nan
8162,60606
8163,60606
8164,60626
8165,60616
8166,60616
8167,60614
8168,60611
8169,60613
8170,60602
8171,60601
8172,60610
8173,60602
8174,60614
8175,60606
8176,60616
8177,60613
8178,60610
8179,60654
8180,60610
8181,60649
8182,60660
8183,60611
8184,60610
8185,60610
8186,60606
8187,60604
8188,60606
8189,60610
8190,60613
8191,60640
8192,60610
8193,60610
8194,60610
8195,60607
8196,60606
8197,60606
8198,60606
8199,60642
8200,60607
8201,nan
8202,60613
8203,60640
8204,60613
8205,60613
8206,60613
8207,60657
8208,60610
8209,60653
8210,60637
8211,60637
8212,60618
8213,60637
8214,60611
8215,60606
8216,60605
8217,60661
8218,60654
8219,60613
8220,nan
8221,60613
8222,60654
8223,60642
8224,60661
8225,60605
8226,60606
8227,60605
8228,60606
8229,60613
8230,60618
8231,60610
8232,60657
8233,60622
8234,60661
8235,60607
8236,60607
8237,60607
8238,60614
8239,60614
8240,60654
8241,60614
8242,60614
8243,60614
8244,60654
8245,60614
8246,60614
8247,60614
8248,60610
8249,60614
8250,60654
8251,60614
8252,60654
8253,60610
8254,60654
8255,60610
8256,60604
8257,60613
8258,60610
8259,60613
8260,60604
8261,60614
8262,60610
8263,60603
8264,60604
8265,60640
8266,60607
8267,60614
8268,60614
8269,60605
8270,60607
8271,60603
8272,60607
8273,60613
8274,60613
8275,60606
8276,nan
8277,60613
8278,60613
8279,60661
8280,60606
8281,60661
8282,60611
8283,60611
8284,60661
8285,60606
8286,60606
8287,60661
8288,60606
8289,60611
8290,60657
8291,60642
8292,60642
8293,60613
8294,60611
8295,60606
8296,60661
8297,60607
8298,60613
8299,60604
8300,nan
8301,60612
8302,60607
8303,60607
8304,60612
8305,60640
8306,60654
8307,60601
8308,60607
8309,60612
8310,60601
8311,60661
8312,60601
8313,60661
8314,60601
8315,60601
8316,60605
8317,60605
8318,60615
8319,60657
8320,60622
8321,60614
8322,606476
8323,60622
8324,60647
8325,60606
8326,60647
8327,60642
8328,60606
8329,60640
8330,60611
8331,60640
8332,60603
8333,60640
8334,9020
8335,60625
8336,60611
8337,60625
8338,60640
8339,60640
8340,60640
8341,60625
8342,60640
8343,60612
8344,60625
8345,60622
8346,60612
8347,60614
8348,60606
8349,60605
8350,60606
8351,60606
8352,60601
8353,60618
8354,60610
8355,60606
8356,60661
8357,60606
8358,60601
8359,60661
8360,60606
8361,60610
8362,nan
8363,60610
8364,60601
8365,60625
8366,60647
8367,60647
8368,60626
8369,60622
8370,60651
8371,60660
8372,60625
8373,60625
8374,60622
8375,60625
8376,60622
8377,60654
8378,60601
8379,60640
8380,60614
8381,60613
8382,60647
8383,60657
8384,60602
8385,60625
8386,60614
8387,60622
8388,60622
8389,60612
8390,60625
8391,60626
8392,60614
8393,60610
8394,60614
8395,60614
8396,60616
8397,60616
8398,60606
8399,60614
8400,60614
8401,60614
8402,60625
8403,60642
8404,60642
8405,60615
8406,60696
8407,60637
8408,60696
8409,60696
8410,60615
8411,60601
8412,60615
8413,60696
8414,60615
8415,60601
8416,60615
8417,60615
8418,60601
8419,60696
8420,60661
8421,60606
8422,60607
8423,60602
8424,60604
8425,60611
8426,60604
8427,60604
8428,60604
8429,60611
8430,60604
8431,60606
8432,60605
8433,60661
8434,60661
8435,60604
8436,60605
8437,60605
8438,nan
8439,nan
8440,60696
8441,60606
8442,nan
8443,60657
8444,60626
8445,nan
8446,60661
8447,60640
8448,60640
8449,60618
8450,nan
8451,60605
8452,60622
8453,60651
8454,60612
8455,60622
8456,60622
8457,60651
8458,60610
8459,60622
8460,60622
8461,60622
8462,60622
8463,60601
8464,60601
8465,60606
8466,60601
8467,60606
8468,60601
8469,60607
8470,60622
8471,60302
8472,60618
8473,60625
8474,60618
8475,60657
8476,60618
8477,60613
8478,60613
8479,60618
8480,60618
8481,60606
8482,60610
8483,60610
8484,60610
8485,60606
8486,60614
8487,9020
8488,60625
8489,60647
8490,60614
8491,60614
8492,60611
8493,60696
8494,60611
8495,60611
8496,60614
8497,60607
8498,60607
8499,60607
8500,60607
8501,60607
8502,60661
8503,60607
8504,60607
8505,60607
8506,60607
8507,60607
8508,60613
8509,60607
8510,60607
8511,60607
8512,60606
8513,60642
8514,60625
8515,60642
8516,60607
8517,60642
8518,60642
8519,60642
8520,60642
8521,60642
8522,60642
8523,60610
8524,60610
8525,60613
8526,60610
8527,60661
8528,60654
8529,60611
8530,60661
8531,60604
8532,60622
8533,60622
8534,60604
8535,60605
8536,60647
8537,60605
8538,60661
8539,60606
8540,60606
8541,60622
8542,60696
8543,60614
8544,60622
8545,60606
8546,60625
8547,60622
8548,60614
8549,60612
8550,60601
8551,60647
8552,60601
8553,60601
8554,60622
8555,60622
8556,60601
8557,60605
8558,60614
8559,60605
8560,60610
8561,60614
8562,60696
8563,60696
8564,60610
8565,60610
8566,60696
8567,60601
8568,60642
8569,60613
8570,60696
8571,60610
8572,60610
8573,60696
8574,60610
8575,60614
8576,60610
8577,60657
8578,60657
8579,60657
8580,60610
8581,60614
8582,60614
8583,60610
8584,60610
8585,60696
8586,60614
8587,60606
8588,60616
8589,60696
8590,60606
8591,60696
8592,60696
8593,60657
8594,60657
8595,60601
8596,60607
8597,60606
8598,60607
8599,60614
8600,nan
8601,60614
8602,60611
8603,60614
8604,60607
8605,60611
8606,60660
8607,60661
8608,60626
8609,60606
8610,60615
8611,60654
8612,60605
8613,60606
8614,60607
8615,60642
8616,60625
8617,60601
8618,60615
8619,60696
8620,60615
8621,60615
8622,60642
8623,60603
8624,60645
8625,60616
8626,60601
8627,60661
8628,60654
8629,60661
8630,60610
8631,60610
8632,60606
8633,nan
8634,nan
8635,60614
8636,60614
8637,60614
8638,nan
8639,60608
8640,60661
8641,60614
8642,60608
8643,60608
8644,60610
8645,60614
8646,60615
8647,60622
8648,60645
8649,606476
8650,60645
8651,60608
8652,60608
8653,60606
8654,nan
8655,60614
8656,60657
8657,60614
8658,60614
8659,60614
8660,60614
8661,60614
8662,60614
8663,60614
8664,60657
8665,60614
8666,60613
8667,60654
8668,60626
8669,60606
8670,60613
8671,60642
8672,60626
8673,60618
8674,60606
8675,60654
8676,60607
8677,60606
8678,60606
8679,60606
8680,60618
8681,60606
8682,60696
8683,60696
8684,60661
8685,60610
8686,nan
8687,60610
8688,60606
8689,nan
8690,60622
8691,60610
8692,nan
8693,60611
8694,60610
8695,60605
8696,60606
8697,60613
8698,60606
8699,60605
8700,60604
8701,60605
8702,60605
8703,60606
8704,60610
8705,60642
8706,60610
8707,60640
8708,60613
8709,60613
8710,60607
8711,60661
8712,60606
8713,60696
8714,60611
8715,60696
8716,60606
8717,60696
8718,60606
8719,60614
8720,60696
8721,60606
8722,60614
8723,60610
8724,60611
8725,60614
8726,60614
8727,60616
8728,60610
8729,60606
8730,60616
8731,60614
8732,60614
8733,60606
8734,60614
8735,60614
8736,60625
8737,60642
8738,60625
8739,60625
8740,60642
8741,60625
8742,60642
8743,60642
8744,60625
8745,60642
8746,60642
8747,60625
8748,60642
8749,60614
8750,60614
8751,60614
8752,60614
8753,60614
8754,60614
8755,60614
8756,60614
8757,60614
8758,nan
8759,60614
8760,nan
8761,60614
8762,nan
8763,nan
8764,60622
8765,606476
8766,60611
8767,60647
8768,60606
8769,60642
8770,60605
8771,60606
8772,60610
8773,nan
8774,60606
8775,60605
8776,60604
8777,60612
8778,60619
8779,60604
8780,nan
8781,60661
8782,60610
8783,60610
8784,60610
8785,nan
8786,60610
8787,60622
8788,60611
8789,60610
8790,60606
8791,60661
8792,60661
8793,60614
8794,60625
8795,60611
8796,60640
8797,9020
8798,60611
8799,60661
8800,60614
8801,60647
8802,60625
8803,60614
8804,nan
8805,60625
8806,60610
8807,60642
8808,60610
8809,60642
8810,60657
8811,60610
8812,60610
8813,60607
8814,60660
8815,60606
8816,60607
8817,60614
8818,60614
8819,60607
8820,60607
8821,60613
8822,60613
8823,60607
8824,60616
8825,60614
8826,60614
8827,60610
8828,60610
8829,60616
8830,60614
8831,60614
8832,60614
8833,60661
8834,60603
8835,60661
8836,60601
8837,60604
8838,60615
8839,60615
8840,60601
8841,60606
8842,60611
8843,60661
8844,60614
8845,60614
8846,60614
8847,60661
8848,60661
8849,60654
8850,60661
8851,60661
8852,60614
8853,60614
8854,60614
8855,60606
8856,60615
8857,60601
8858,60614
8859,60657
8860,60614
8861,60614
8862,60614
8863,60614
8864,60613
8865,60614
8866,60606
8867,60661
8868,60661
8869,60606
8870,60614
8871,60661
8872,60606
8873,60606
8874,60647
8875,60657
8876,60657
8877,60606
8878,60606
8879,60606
8880,60607
8881,60606
8882,60606
8883,60606
8884,60605
8885,60605
8886,60601
8887,60601
8888,60614
8889,60607
8890,60607
8891,60661
8892,60657
8893,60606
8894,60606
8895,60661
8896,nan
8897,60610
8898,60606
8899,60661
8900,60606
8901,60661
8902,60661
8903,60610
8904,60610
8905,60610
8906,60661
8907,60661
8908,60611
8909,60606
8910,60622
8911,60603
8912,60622
8913,60604
8914,60622
8915,60614
8916,60614
8917,60614
8918,60614
8919,60606
8920,60625
8921,60618
8922,60610
8923,60613
8924,60613
8925,60606
8926,60661
8927,60606
8928,60661
8929,60601
8930,60661
8931,60606
8932,60647
8933,60637
8934,60610
8935,60606
8936,60606
8937,60610
8938,60637
8939,60601
8940,60606
8941,60610
8942,60622
8943,nan
8944,60601
8945,60607
8946,60696
8947,60606
8948,60696
8949,60661
8950,60696
8951,60606
8952,60661
8953,60696
8954,60606
8955,60696
8956,60611
8957,60606
8958,60607
8959,60696
8960,60606
8961,nan
8962,60614
8963,60616
8964,60614
8965,60614
8966,60661
8967,60601
8968,60606
8969,60615
8970,60696
8971,60615
8972,60606
8973,60614
8974,60660
8975,60610
8976,60610
8977,60611
8978,60661
8979,60610
8980,60654
8981,nan
8982,60661
8983,60661
8984,60654
8985,60611
8986,60613
8987,60645
8988,606476
8989,60661
8990,60661
8991,60606
8992,60642
8993,60606
8994,60605
8995,60696
8996,60610
8997,60661
8998,60640
8999,60657
9000,60613
9001,60640
9002,60614
9003,60626
9004,60640
9005,60610
9006,60640
9007,60614
9008,60654
9009,60654
9010,60614
9011,60657
9012,60613
9013,60611
9014,60614
9015,60614
9016,60614
9017,60614
9018,60610
9019,60614
9020,60614
9021,60614
9022,60614
9023,60614
9024,60614
9025,60614
9026,60615
9027,60615
9028,60637
9029,60696
9030,60615
9031,60661
9032,nan
9033,60654
9034,60610
9035,60610
9036,60611
9037,60610
9038,60661
9039,60661
9040,60661
9041,60661
9042,60610
9043,60606
9044,60606
9045,60654
9046,60661
9047,60661
9048,60613
9049,60614
9050,60614
9051,60625
9052,60625
9053,60603
9054,60601
9055,60606
9056,60611
9057,60604
9058,60610
9059,60640
9060,60622
9061,60603
9062,60603
9063,60642
9064,60696
9065,60622
9066,60622
9067,60622
9068,60606
9069,60614
9070,60611
9071,60622
9072,60610
9073,60607
9074,60661
9075,60640
9076,9020
9077,60625
9078,nan
9079,60625
9080,60657
9081,60618
9082,60607
9083,60613
9084,60661
9085,60607
9086,60606
9087,60607
9088,60606
9089,60606
9090,60607
9091,60661
9092,60625
9093,60607
9094,60607
9095,60606
9096,60654
9097,60654
9098,60654
9099,60615
9100,60615
9101,60615
9102,60615
9103,60615
9104,60605
9105,60616
9106,60606
9107,60605
9108,60606
9109,60606
9110,60605
9111,60605
9112,60606
9113,60610
9114,60606
9115,60637
9116,60606
9117,60610
9118,nan
9119,60637
9120,60606
9121,60611
9122,60610
9123,60611
9124,60661
9125,60642
9126,60622
9127,60654
9128,60602
9129,60604
9130,60642
9131,60661
9132,60604
9133,60622
9134,60603
9135,60661
9136,60696
9137,60661
9138,60603
9139,60606
9140,60606
9141,60642
9142,60647
9143,60606
9144,60622
9145,60610
9146,60657
9147,60696
9148,60610
9149,60657
9150,60618-9997
9151,60657
9152,60604
9153,60610
9154,60610
9155,60696
9156,60642
9157,60610
9158,60610
9159,60696
9160,606476
9161,60696
9162,60622
9163,60696
9164,60696
9165,60610
9166,60696
9167,60642
9168,60647
9169,60614
9170,60606
9171,60606
9172,nan
9173,60622
9174,60606
9175,60661
9176,60696
9177,60622
9178,60606
9179,60657
9180,60661
9181,60661
9182,60613
9183,60613
9184,60607
9185,60607
9186,60607
9187,60654
9188,60611
9189,60605
9190,60605
9191,60606
9192,60616
9193,60606
9194,60606
9195,60661
9196,60601
9197,60604
9198,60610
9199,60606
9200,60661
9201,60654
9202,60606
9203,60661
9204,60606
9205,60612
9206,60625
9207,60625
9208,60601
9209,60601
9210,60611
9211,60601
9212,60601
9213,60601
9214,60614
9215,nan
9216,60606
9217,60606
9218,60607
9219,60661
9220,60611
9221,60611
9222,nan
9223,60611
9224,60611
9225,60612
9226,60616
9227,60657
9228,60640
9229,60640
9230,60657
9231,60606
9232,60606
9233,60640
9234,60657
9235,60657
9236,60657
9237,60625
9238,60607
9239,60607
9240,60606
9241,60606
9242,60606
9243,60601
9244,60614
9245,60614
9246,60612
9247,60614
9248,60614
9249,60661
9250,60613
9251,60201
9252,60605
9253,60615
9254,60606
9255,60615
9256,60606
9257,60606
9258,60606
9259,60605
9260,60611
9261,60615
9262,60615
9263,60615
9264,60601
9265,60647
9266,60614
9267,60612
9268,60601
9269,60601
9270,60601
9271,60614
9272,60606
9273,60607
9274,60614
9275,60605
9276,60611
9277,60607
9278,60606
9279,60608
9280,60608
9281,60606
9282,60606
9283,60607
9284,60614
9285,nan
9286,60610
9287,60607
9288,60607
9289,60608
9290,60608
9291,60614
9292,nan
9293,60614
9294,nan
9295,60608
9296,60607
9297,60607
9298,60647
9299,60642
9300,60606
9301,60605
9302,60607
9303,60661
9304,60601
9305,60622
9306,60610
9307,60610
9308,60610
9309,60610
9310,60696
9311,60642
9312,60622
9313,60601
9314,60642
9315,60622
9316,60625
9317,60622
9318,60625
9319,60661
9320,60622
9321,60640
9322,60640
9323,60657
9324,60657
9325,60640
9326,60657
9327,60654
9328,60640
9329,60657
9330,60613
9331,60613
9332,60657
9333,60640
9334,60607
9335,60607
9336,60661
9337,60647
9338,60654
9339,60647
9340,60605
9341,60606
9342,60605
9343,60606
9344,60201
9345,60604
9346,60606
9347,60615
9348,60625
9349,60607
9350,60642
9351,60625
9352,60625
9353,60607
9354,60642
9355,60642
9356,60625
9357,60642
9358,60607
9359,60625
9360,60642
9361,60607
9362,60606
9363,60607
9364,60642
9365,60642
9366,60607
9367,60607
9368,60607
9369,60606
9370,60661
9371,60613
9372,60613
9373,60613
9374,60607
9375,60661
9376,60610
9377,nan
9378,nan
9379,60601
9380,60602
9381,nan
9382,60611
9383,60607
9384,60611
9385,60640
9386,60640
9387,9020
9388,60611
9389,60625
9390,60611
9391,60610
9392,60654
9393,60654
9394,60640
9395,9020
9396,60611
9397,60661
9398,60606
9399,60614
9400,60622
9401,60625
9402,60612
9403,60603
9404,60622
9405,60604
9406,60642
9407,60604
9408,60622
9409,60601
9410,60601
9411,60601
9412,60607
9413,60601
9414,606476
9415,60640
9416,60657
9417,60657
9418,60618
9419,60613
9420,60657
9421,60644
9422,60606
9423,60606
9424,60604
9425,60606
9426,60606
9427,60601
9428,60661
9429,60661
9430,60606
9431,60661
9432,60604
9433,60601
9434,60604
9435,60605
9436,60606
9437,60604
9438,60661
9439,60618
9440,60606
9441,60614
9442,60614
9443,60611
9444,60625
9445,60610
9446,60610
9447,60642
9448,606476
9449,60642
9450,60661
9451,60606
9452,60607
9453,60654
9454,60610
9455,60614
9456,60610
9457,60696
9458,60606
9459,60607
9460,60607
9461,60618
9462,60613
9463,60607
9464,60657
9465,60607
9466,60607
9467,60607
9468,60605
9469,60605
9470,60606
9471,60615
